[2024-02-29 14:21:25.471] 
[2024-02-29 14:21:25.503] 3.94
[2024-02-29 14:21:25.503] 7.28
[2024-02-29 14:21:25.503] 7.47
[2024-02-29 14:21:25.503] 4.50
[2024-02-29 14:21:25.503] -1.03
[2024-02-29 14:21:25.503] -7.34
[2024-02-29 14:21:25.503] -12.00
[2024-02-29 14:21:25.503] -13.22
[2024-02-29 14:21:25.503] -11.44
[2024-02-29 14:21:25.503] -9.16
[2024-02-29 14:21:25.503] -8.16
[2024-02-29 14:21:25.503] -8.88
[2024-02-29 14:21:25.503] -10.38
[2024-02-29 14:21:25.503] -11.59
[2024-02-29 14:21:25.503] -11.44
[2024-02-29 14:21:25.503] -9.19
[2024-02-29 14:21:25.503] -4.81
[2024-02-29 14:21:25.503] 0.56
[2024-02-29 14:21:25.503] 4.97
[2024-02-29 14:21:25.503] 6.22
[2024-02-29 14:21:25.503] 3.84
[2024-02-29 14:21:25.503] -0.97
[2024-02-29 14:21:25.503] -5.81
[2024-02-29 14:21:25.503] -8.06
[2024-02-29 14:21:25.503] -6.91
[2024-02-29 14:21:25.503] -3.22
[2024-02-29 14:21:25.503] 0.91
[2024-02-29 14:21:25.503] 4.06
[2024-02-29 14:21:25.503] 6.16
[2024-02-29 14:21:25.503] 7.72
[2024-02-29 14:21:25.503] 8.81
[2024-02-29 14:21:25.503] 8.84
[2024-02-29 14:21:25.503] 7.47
[2024-02-29 14:21:25.503] 5.09
[2024-02-29 14:21:25.503] 2.03
[2024-02-29 14:21:25.503] -1.41
[2024-02-29 14:21:25.503] -4.50
[2024-02-29 14:21:25.503] -6.78
[2024-02-29 14:21:25.503] -7.78
[2024-02-29 14:21:25.503] -7.31
[2024-02-29 14:21:25.503] -5.25
[2024-02-29 14:21:25.503] -1.94
[2024-02-29 14:21:25.503] 1.28
[2024-02-29 14:21:25.503] 2.75
[2024-02-29 14:21:25.503] 2.50
[2024-02-29 14:21:25.503] 2.28
[2024-02-29 14:21:25.503] 3.47
[2024-02-29 14:21:25.535] 5.47
[2024-02-29 14:21:25.535] 6.66
[2024-02-29 14:21:25.535] 6.44
[2024-02-29 14:21:25.535] 5.09
[2024-02-29 14:21:25.535] 2.56
[2024-02-29 14:21:25.535] -1.47
[2024-02-29 14:21:25.535] -6.16
[2024-02-29 14:21:25.535] -9.47
[2024-02-29 14:21:25.535] -9.41
[2024-02-29 14:21:25.535] -4.97
[2024-02-29 14:21:25.535] 3.03
[2024-02-29 14:21:25.535] 13.00
[2024-02-29 14:21:25.535] 22.69
[2024-02-29 14:21:25.535] 29.44
[2024-02-29 14:21:25.535] 30.66
[2024-02-29 14:21:25.535] 25.66
[2024-02-29 14:21:25.535] 15.47
[2024-02-29 14:21:25.535] 3.16
[2024-02-29 14:21:25.535] -8.16
[2024-02-29 14:21:25.535] -15.78
[2024-02-29 14:21:25.535] -18.22
[2024-02-29 14:21:25.535] -15.13
[2024-02-29 14:21:25.535] -8.53
[2024-02-29 14:21:25.535] -1.12
[2024-02-29 14:21:25.535] 4.75
[2024-02-29 14:21:25.535] 7.88
[2024-02-29 14:21:25.535] 8.38
[2024-02-29 14:21:25.535] 6.28
[2024-02-29 14:21:25.535] 2.53
[2024-02-29 14:21:25.535] -1.97
[2024-02-29 14:21:25.535] -6.38
[2024-02-29 14:21:25.535] -9.50
[2024-02-29 14:21:25.535] -10.25
[2024-02-29 14:21:25.535] -8.19
[2024-02-29 14:21:25.535] -4.50
[2024-02-29 14:21:25.535] -1.81
[2024-02-29 14:21:25.535] -2.19
[2024-02-29 14:21:25.535] -5.69
[2024-02-29 14:21:25.535] -10.72
[2024-02-29 14:21:25.535] -14.91
[2024-02-29 14:21:25.535] -16.37
[2024-02-29 14:21:25.535] -15.28
[2024-02-29 14:21:25.535] -12.88
[2024-02-29 14:21:25.535] -10.47
[2024-02-29 14:21:25.535] -8.38
[2024-02-29 14:21:25.535] -5.97
[2024-02-29 14:21:25.535] -3.13
[2024-02-29 14:21:25.535] -0.63
[2024-02-29 14:21:25.535] 1.19
[2024-02-29 14:21:25.535] 2.34
[2024-02-29 14:21:25.535] 2.81
[2024-02-29 14:21:25.535] 2.72
[2024-02-29 14:21:25.535] 2.78
[2024-02-29 14:21:25.535] 4.63
[2024-02-29 14:21:25.535] 9.03
[2024-02-29 14:21:25.535] 14.53
[2024-02-29 14:21:25.535] 18.69
[2024-02-29 14:21:25.535] 19.81
[2024-02-29 14:21:25.535] 18.44
[2024-02-29 14:21:25.535] 16.22
[2024-02-29 14:21:25.535] 14.47
[2024-02-29 14:21:25.535] 12.69
[2024-02-29 14:21:25.535] 9.88
[2024-02-29 14:21:25.535] 6.09
[2024-02-29 14:21:25.535] 2.31
[2024-02-29 14:21:25.535] -0.34
[2024-02-29 14:21:25.535] -1.84
[2024-02-29 14:21:25.535] -2.66
[2024-02-29 14:21:25.535] -3.41
[2024-02-29 14:21:25.535] -4.44
[2024-02-29 14:21:25.535] -5.97
[2024-02-29 14:21:25.535] -6.44
[2024-02-29 14:21:25.535] -3.97
[2024-02-29 14:21:25.535] 1.56
[2024-02-29 14:21:25.535] 6.41
[2024-02-29 14:21:25.535] 5.94
[2024-02-29 14:21:25.535] -1.28
[2024-02-29 14:21:25.535] -12.13
[2024-02-29 14:21:25.535] -21.22
[2024-02-29 14:21:25.535] -24.25
[2024-02-29 14:21:25.535] -19.34
[2024-02-29 14:21:25.535] -8.28
[2024-02-29 14:21:25.535] 4.16
[2024-02-29 14:21:25.535] 12.28
[2024-02-29 14:21:25.535] 14.03
[2024-02-29 14:21:25.535] 12.31
[2024-02-29 14:21:25.535] 11.63
[2024-02-29 14:21:25.535] 14.56
[2024-02-29 14:21:25.535] 20.16
[2024-02-29 14:21:25.535] 25.41
[2024-02-29 14:21:25.535] 27.87
[2024-02-29 14:21:25.535] 27.12
[2024-02-29 14:21:25.535] 22.84
[2024-02-29 14:21:25.535] 14.28
[2024-02-29 14:21:25.535] 1.59
[2024-02-29 14:21:25.535] -12.41
[2024-02-29 14:21:25.535] -22.59
[2024-02-29 14:21:25.535] -24.56
[2024-02-29 14:21:25.535] -18.69
[2024-02-29 14:21:25.535] -10.03
[2024-02-29 14:21:25.535] -4.69
[2024-02-29 14:21:25.535] -4.94
[2024-02-29 14:21:25.535] -8.38
[2024-02-29 14:21:25.535] -11.50
[2024-02-29 14:21:25.535] -13.06
[2024-02-29 14:21:25.535] -14.78
[2024-02-29 14:21:25.535] -18.53
[2024-02-29 14:21:25.535] -23.94
[2024-02-29 14:21:25.535] -27.87
[2024-02-29 14:21:25.535] -26.44
[2024-02-29 14:21:25.535] -17.84
[2024-02-29 14:21:25.535] -3.88
[2024-02-29 14:21:25.535] 11.66
[2024-02-29 14:21:25.535] 25.66
[2024-02-29 14:21:25.535] 36.50
[2024-02-29 14:21:25.535] 43.66
[2024-02-29 14:21:25.535] 46.78
[2024-02-29 14:21:25.535] 45.66
[2024-02-29 14:21:25.535] 40.41
[2024-02-29 14:21:25.535] 31.03
[2024-02-29 14:21:25.535] 17.91
[2024-02-29 14:21:25.535] 2.28
[2024-02-29 14:21:25.535] -12.94
[2024-02-29 14:21:25.535] -24.19
[2024-02-29 14:21:25.535] -29.03
[2024-02-29 14:21:25.535] -28.00
[2024-02-29 14:21:25.535] -23.37
[2024-02-29 14:21:25.535] -18.28
[2024-02-29 14:21:25.535] -15.06
[2024-02-29 14:21:25.535] -14.72
[2024-02-29 14:21:25.535] -16.75
[2024-02-29 14:21:25.535] -19.47
[2024-02-29 14:21:25.535] -20.00
[2024-02-29 14:21:25.535] -15.63
[2024-02-29 14:21:25.535] -5.69
[2024-02-29 14:21:25.535] 7.47
[2024-02-29 14:21:25.535] 19.31
[2024-02-29 14:21:25.535] 24.47
[2024-02-29 14:21:25.535] 21.66
[2024-02-29 14:21:25.535] 14.94
[2024-02-29 14:21:25.535] 10.00
[2024-02-29 14:21:25.535] 9.53
[2024-02-29 14:21:25.535] 10.28
[2024-02-29 14:21:25.535] 5.75
[2024-02-29 14:21:25.559] -8.22
[2024-02-29 14:21:25.559] -27.56
[2024-02-29 14:21:25.559] -42.44
[2024-02-29 14:21:25.559] -44.66
[2024-02-29 14:21:25.559] -34.13
[2024-02-29 14:21:25.559] -17.97
[2024-02-29 14:21:25.559] -4.44
[2024-02-29 14:21:25.559] 1.88
[2024-02-29 14:21:25.559] 1.88
[2024-02-29 14:21:25.559] 0.72
[2024-02-29 14:21:25.559] 3.84
[2024-02-29 14:21:25.559] 12.97
[2024-02-29 14:21:25.559] 26.25
[2024-02-29 14:21:25.559] 38.84
[2024-02-29 14:21:25.559] 44.69
[2024-02-29 14:21:25.559] 40.16
[2024-02-29 14:21:25.559] 26.87
[2024-02-29 14:21:25.559] 10.56
[2024-02-29 14:21:25.559] -3.50
[2024-02-29 14:21:25.559] -13.41
[2024-02-29 14:21:25.559] -20.69
[2024-02-29 14:21:25.559] -27.00
[2024-02-29 14:21:25.559] -31.00
[2024-02-29 14:21:25.559] -29.28
[2024-02-29 14:21:25.559] -19.53
[2024-02-29 14:21:25.559] -3.00
[2024-02-29 14:21:25.559] 15.81
[2024-02-29 14:21:25.559] 32.03
[2024-02-29 14:21:25.559] 41.50
[2024-02-29 14:21:25.559] 42.97
[2024-02-29 14:21:25.559] 38.22
[2024-02-29 14:21:25.559] 31.03
[2024-02-29 14:21:25.559] 24.47
[2024-02-29 14:21:25.559] 18.69
[2024-02-29 14:21:25.559] 12.16
[2024-02-29 14:21:25.559] 4.22
[2024-02-29 14:21:25.559] -3.25
[2024-02-29 14:21:25.559] -7.72
[2024-02-29 14:21:25.559] -7.41
[2024-02-29 14:21:25.559] -3.59
[2024-02-29 14:21:25.559] 0.37
[2024-02-29 14:21:25.559] 2.06
[2024-02-29 14:21:25.559] 2.16
[2024-02-29 14:21:25.559] 3.06
[2024-02-29 14:21:25.559] 5.84
[2024-02-29 14:21:25.559] 8.84
[2024-02-29 14:21:25.559] 9.31
[2024-02-29 14:21:25.559] 5.75
[2024-02-29 14:21:25.559] -1.41
[2024-02-29 14:21:25.559] -9.81
[2024-02-29 14:21:25.559] -17.47
[2024-02-29 14:21:25.559] -22.25
[2024-02-29 14:21:25.559] -22.59
[2024-02-29 14:21:25.559] -18.25
[2024-02-29 14:21:25.559] -11.28
[2024-02-29 14:21:25.559] -5.72
[2024-02-29 14:21:25.559] -4.75
[2024-02-29 14:21:25.559] -8.91
[2024-02-29 14:21:25.559] -15.31
[2024-02-29 14:21:25.559] -20.34
[2024-02-29 14:21:25.559] -23.06
[2024-02-29 14:21:25.559] -24.03
[2024-02-29 14:21:25.559] -24.59
[2024-02-29 14:21:25.559] -25.25
[2024-02-29 14:21:25.559] -26.03
[2024-02-29 14:21:25.559] -26.28
[2024-02-29 14:21:25.559] -23.66
[2024-02-29 14:21:25.559] -16.09
[2024-02-29 14:21:25.559] -4.25
[2024-02-29 14:21:25.559] 8.22
[2024-02-29 14:21:25.559] 17.78
[2024-02-29 14:21:25.559] 23.69
[2024-02-29 14:21:25.559] 26.91
[2024-02-29 14:21:25.559] 27.94
[2024-02-29 14:21:25.559] 26.37
[2024-02-29 14:21:25.559] 21.06
[2024-02-29 14:21:25.559] 12.41
[2024-02-29 14:21:25.559] 2.63
[2024-02-29 14:21:25.559] -4.97
[2024-02-29 14:21:25.559] -9.19
[2024-02-29 14:21:25.559] -12.44
[2024-02-29 14:21:25.559] -17.44
[2024-02-29 14:21:25.559] -22.47
[2024-02-29 14:21:25.559] -21.78
[2024-02-29 14:21:25.559] -13.19
[2024-02-29 14:21:25.559] -1.09
[2024-02-29 14:21:25.559] 7.22
[2024-02-29 14:21:25.559] 9.28
[2024-02-29 14:21:25.559] 7.28
[2024-02-29 14:21:25.559] 5.34
[2024-02-29 14:21:25.559] 6.78
[2024-02-29 14:21:25.559] 13.34
[2024-02-29 14:21:25.559] 23.56
[2024-02-29 14:21:25.559] 32.41
[2024-02-29 14:21:25.559] 34.81
[2024-02-29 14:21:25.559] 29.28
[2024-02-29 14:21:25.559] 19.97
[2024-02-29 14:21:25.559] 11.31
[2024-02-29 14:21:25.559] 4.66
[2024-02-29 14:21:25.559] -1.47
[2024-02-29 14:21:25.559] -7.75
[2024-02-29 14:21:25.559] -12.38
[2024-02-29 14:21:25.559] -13.59
[2024-02-29 14:21:25.559] -12.00
[2024-02-29 14:21:25.559] -9.91
[2024-02-29 14:21:25.559] -7.22
[2024-02-29 14:21:25.559] -1.34
[2024-02-29 14:21:25.559] 7.94
[2024-02-29 14:21:25.559] 17.37
[2024-02-29 14:21:25.559] 23.59
[2024-02-29 14:21:25.559] 26.50
[2024-02-29 14:21:25.559] 28.00
[2024-02-29 14:21:25.559] 28.41
[2024-02-29 14:21:25.559] 26.91
[2024-02-29 14:21:25.559] 24.87
[2024-02-29 14:21:25.559] 24.59
[2024-02-29 14:21:25.559] 26.19
[2024-02-29 14:21:25.559] 26.47
[2024-02-29 14:21:25.559] 22.56
[2024-02-29 14:21:25.559] 14.78
[2024-02-29 14:21:25.559] 5.63
[2024-02-29 14:21:25.559] -3.25
[2024-02-29 14:21:25.559] -10.69
[2024-02-29 14:21:25.559] -15.91
[2024-02-29 14:21:25.559] -18.12
[2024-02-29 14:21:25.559] -19.12
[2024-02-29 14:21:25.559] -22.41
[2024-02-29 14:21:25.559] -29.34
[2024-02-29 14:21:25.559] -37.63
[2024-02-29 14:21:25.559] -43.13
[2024-02-29 14:21:25.559] -43.09
[2024-02-29 14:21:25.559] -38.28
[2024-02-29 14:21:25.559] -31.53
[2024-02-29 14:21:25.559] -24.81
[2024-02-29 14:21:25.559] -18.94
[2024-02-29 14:21:25.559] -12.66
[2024-02-29 14:21:25.559] -4.31
[2024-02-29 14:21:25.559] 6.34
[2024-02-29 14:21:25.559] 16.47
[2024-02-29 14:21:25.559] 21.19
[2024-02-29 14:21:25.559] 17.41
[2024-02-29 14:21:25.559] 6.13
[2024-02-29 14:21:25.591] -8.31
[2024-02-29 14:21:25.591] -20.28
[2024-02-29 14:21:25.591] -26.50
[2024-02-29 14:21:25.591] -26.69
[2024-02-29 14:21:25.591] -22.59
[2024-02-29 14:21:25.591] -15.81
[2024-02-29 14:21:25.591] -8.25
[2024-02-29 14:21:25.591] -2.31
[2024-02-29 14:21:25.591] 0.47
[2024-02-29 14:21:25.591] 0.34
[2024-02-29 14:21:25.591] 0.09
[2024-02-29 14:21:25.591] 2.53
[2024-02-29 14:21:25.591] 8.03
[2024-02-29 14:21:25.591] 14.69
[2024-02-29 14:21:25.591] 20.44
[2024-02-29 14:21:25.591] 24.50
[2024-02-29 14:21:25.591] 27.25
[2024-02-29 14:21:25.591] 29.12
[2024-02-29 14:21:25.591] 29.78
[2024-02-29 14:21:25.591] 28.19
[2024-02-29 14:21:25.591] 24.34
[2024-02-29 14:21:25.591] 18.87
[2024-02-29 14:21:25.591] 12.78
[2024-02-29 14:21:25.591] 6.22
[2024-02-29 14:21:25.591] -1.12
[2024-02-29 14:21:25.591] -9.69
[2024-02-29 14:21:25.591] -17.28
[2024-02-29 14:21:25.591] -19.72
[2024-02-29 14:21:25.591] -13.75
[2024-02-29 14:21:25.591] -0.59
[2024-02-29 14:21:25.591] 14.28
[2024-02-29 14:21:25.591] 24.34
[2024-02-29 14:21:25.591] 26.16
[2024-02-29 14:21:25.591] 20.84
[2024-02-29 14:21:25.591] 12.97
[2024-02-29 14:21:25.591] 6.94
[2024-02-29 14:21:25.591] 4.09
[2024-02-29 14:21:25.591] 2.19
[2024-02-29 14:21:25.591] -3.19
[2024-02-29 14:21:25.591] -13.97
[2024-02-29 14:21:25.591] -26.66
[2024-02-29 14:21:25.591] -33.59
[2024-02-29 14:21:25.591] -28.56
[2024-02-29 14:21:25.591] -11.59
[2024-02-29 14:21:25.591] 10.50
[2024-02-29 14:21:25.591] 28.25
[2024-02-29 14:21:25.591] 35.09
[2024-02-29 14:21:25.591] 30.22
[2024-02-29 14:21:25.591] 18.37
[2024-02-29 14:21:25.591] 5.03
[2024-02-29 14:21:25.591] -6.69
[2024-02-29 14:21:25.591] -15.97
[2024-02-29 14:21:25.591] -22.31
[2024-02-29 14:21:25.591] -24.69
[2024-02-29 14:21:25.591] -23.00
[2024-02-29 14:21:25.591] -18.44
[2024-02-29 14:21:25.591] -12.19
[2024-02-29 14:21:25.591] -4.81
[2024-02-29 14:21:25.591] 3.13
[2024-02-29 14:21:25.591] 9.78
[2024-02-29 14:21:25.591] 13.09
[2024-02-29 14:21:25.591] 12.69
[2024-02-29 14:21:25.591] 10.28
[2024-02-29 14:21:25.591] 9.38
[2024-02-29 14:21:25.591] 11.84
[2024-02-29 14:21:25.591] 17.22
[2024-02-29 14:21:25.591] 22.41
[2024-02-29 14:21:25.591] 24.87
[2024-02-29 14:21:25.591] 23.62
[2024-02-29 14:21:25.591] 19.00
[2024-02-29 14:21:25.591] 11.41
[2024-02-29 14:21:25.591] 1.84
[2024-02-29 14:21:25.591] -7.72
[2024-02-29 14:21:25.591] -15.06
[2024-02-29 14:21:25.591] -19.50
[2024-02-29 14:21:25.591] -20.81
[2024-02-29 14:21:25.591] -18.56
[2024-02-29 14:21:25.591] -13.16
[2024-02-29 14:21:25.591] -6.75
[2024-02-29 14:21:25.591] -2.94
[2024-02-29 14:21:25.591] -4.06
[2024-02-29 14:21:25.591] -8.91
[2024-02-29 14:21:25.591] -14.34
[2024-02-29 14:21:25.591] -17.50
[2024-02-29 14:21:25.591] -17.47
[2024-02-29 14:21:25.591] -14.50
[2024-02-29 14:21:25.591] -9.03
[2024-02-29 14:21:25.591] -2.03
[2024-02-29 14:21:25.591] 4.94
[2024-02-29 14:21:25.591] 10.34
[2024-02-29 14:21:25.591] 14.34
[2024-02-29 14:21:25.591] 17.69
[2024-02-29 14:21:25.591] 20.09
[2024-02-29 14:21:25.591] 19.44
[2024-02-29 14:21:25.591] 14.00
[2024-02-29 14:21:25.591] 3.91
[2024-02-29 14:21:25.591] -8.13
[2024-02-29 14:21:25.591] -18.53
[2024-02-29 14:21:25.591] -25.00
[2024-02-29 14:21:25.591] -27.53
[2024-02-29 14:21:25.591] -28.22
[2024-02-29 14:21:25.591] -30.37
[2024-02-29 14:21:25.591] -35.13
[2024-02-29 14:21:25.591] -40.06
[2024-02-29 14:21:25.591] -40.72
[2024-02-29 14:21:25.591] -34.44
[2024-02-29 14:21:25.591] -21.62
[2024-02-29 14:21:25.591] -5.09
[2024-02-29 14:21:25.591] 11.84
[2024-02-29 14:21:25.591] 27.22
[2024-02-29 14:21:25.591] 40.13
[2024-02-29 14:21:25.591] 49.69
[2024-02-29 14:21:25.591] 53.56
[2024-02-29 14:21:25.591] 49.25
[2024-02-29 14:21:25.591] 36.91
[2024-02-29 14:21:25.591] 20.62
[2024-02-29 14:21:25.591] 6.22
[2024-02-29 14:21:25.591] -2.59
[2024-02-29 14:21:25.591] -5.78
[2024-02-29 14:21:25.591] -5.84
[2024-02-29 14:21:25.591] -5.47
[2024-02-29 14:21:25.591] -6.13
[2024-02-29 14:21:25.591] -7.00
[2024-02-29 14:21:25.591] -6.75
[2024-02-29 14:21:25.591] -4.22
[2024-02-29 14:21:25.591] -0.16
[2024-02-29 14:21:25.591] 3.97
[2024-02-29 14:21:25.591] 5.94
[2024-02-29 14:21:25.591] 4.19
[2024-02-29 14:21:25.591] -0.81
[2024-02-29 14:21:25.591] -6.25
[2024-02-29 14:21:25.591] -9.03
[2024-02-29 14:21:25.591] -7.72
[2024-02-29 14:21:25.591] -3.53
[2024-02-29 14:21:25.591] 1.09
[2024-02-29 14:21:25.591] 4.19
[2024-02-29 14:21:25.591] 6.09
[2024-02-29 14:21:25.591] 8.25
[2024-02-29 14:21:25.591] 12.25
[2024-02-29 14:21:25.591] 17.72
[2024-02-29 14:21:25.591] 22.25
[2024-02-29 14:21:25.591] 22.03
[2024-02-29 14:21:25.591] 15.50
[2024-02-29 14:21:25.607] 5.22
[2024-02-29 14:21:25.607] -3.84
[2024-02-29 14:21:25.607] -6.97
[2024-02-29 14:21:25.607] -2.97
[2024-02-29 14:21:25.607] 4.16
[2024-02-29 14:21:25.607] 8.19
[2024-02-29 14:21:25.607] 4.25
[2024-02-29 14:21:25.607] -7.00
[2024-02-29 14:21:25.607] -19.94
[2024-02-29 14:21:25.607] -26.81
[2024-02-29 14:21:25.607] -23.25
[2024-02-29 14:21:25.607] -11.28
[2024-02-29 14:21:25.607] 2.94
[2024-02-29 14:21:25.607] 13.69
[2024-02-29 14:21:25.607] 18.47
[2024-02-29 14:21:25.607] 17.12
[2024-02-29 14:21:25.607] 11.34
[2024-02-29 14:21:25.607] 4.25
[2024-02-29 14:21:25.607] -0.94
[2024-02-29 14:21:25.607] -2.03
[2024-02-29 14:21:25.607] -0.09
[2024-02-29 14:21:25.607] 2.22
[2024-02-29 14:21:25.607] 3.06
[2024-02-29 14:21:25.607] 2.06
[2024-02-29 14:21:25.607] 0.84
[2024-02-29 14:21:25.607] 1.44
[2024-02-29 14:21:25.607] 5.47
[2024-02-29 14:21:25.607] 12.84
[2024-02-29 14:21:25.607] 20.75
[2024-02-29 14:21:25.607] 25.31
[2024-02-29 14:21:25.607] 23.56
[2024-02-29 14:21:25.607] 15.91
[2024-02-29 14:21:25.607] 6.00
[2024-02-29 14:21:25.607] -0.94
[2024-02-29 14:21:25.607] -1.47
[2024-02-29 14:21:25.607] 3.69
[2024-02-29 14:21:25.607] 9.53
[2024-02-29 14:21:25.607] 11.19
[2024-02-29 14:21:25.607] 7.34
[2024-02-29 14:21:25.607] 1.19
[2024-02-29 14:21:25.607] -2.53
[2024-02-29 14:21:25.607] -1.41
[2024-02-29 14:21:25.607] 2.47
[2024-02-29 14:21:25.607] 4.72
[2024-02-29 14:21:25.607] 3.66
[2024-02-29 14:21:25.607] 1.72
[2024-02-29 14:21:25.607] 2.53
[2024-02-29 14:21:25.607] 6.03
[2024-02-29 14:21:25.607] 8.47
[2024-02-29 14:21:25.607] 7.53
[2024-02-29 14:21:25.607] 3.34
[2024-02-29 14:21:25.607] -2.13
[2024-02-29 14:21:25.607] -7.25
[2024-02-29 14:21:25.607] -10.84
[2024-02-29 14:21:25.607] -11.94
[2024-02-29 14:21:25.607] -9.91
[2024-02-29 14:21:25.607] -6.25
[2024-02-29 14:21:25.607] -4.44
[2024-02-29 14:21:25.607] -6.09
[2024-02-29 14:21:25.607] -10.09
[2024-02-29 14:21:25.607] -13.59
[2024-02-29 14:21:25.607] -15.25
[2024-02-29 14:21:25.607] -16.62
[2024-02-29 14:21:25.607] -19.06
[2024-02-29 14:21:25.607] -22.28
[2024-02-29 14:21:25.607] -24.72
[2024-02-29 14:21:25.607] -25.69
[2024-02-29 14:21:25.607] -25.37
[2024-02-29 14:21:25.607] -23.87
[2024-02-29 14:21:25.607] -20.78
[2024-02-29 14:21:25.607] -15.97
[2024-02-29 14:21:25.607] -10.84
[2024-02-29 14:21:25.607] -6.69
[2024-02-29 14:21:25.607] -4.00
[2024-02-29 14:21:25.607] -2.09
[2024-02-29 14:21:25.607] 0.12
[2024-02-29 14:21:25.607] 2.78
[2024-02-29 14:21:25.607] 5.78
[2024-02-29 14:21:25.607] 8.47
[2024-02-29 14:21:25.607] 9.97
[2024-02-29 14:21:25.607] 9.47
[2024-02-29 14:21:25.607] 6.53
[2024-02-29 14:21:25.607] 2.63
[2024-02-29 14:21:25.607] 0.25
[2024-02-29 14:21:25.607] 1.50
[2024-02-29 14:21:25.607] 5.44
